指标名称,恒生指数,CRB现货指数:工业,南华铜指数,申万行业指数:房地产开发,市场价:生猪(外三元):全国均价,期货收盘价(连续):布伦特原油:ICE,现货价:螺纹钢,中债国债总指数(总值)净价指数,中债信用债总指数(3-5年)财富指数,中债3-5年期国债指数(总值)财富指数,美国:美元指数,市盈率(成份股计算):申万大盘指数,市盈率(成份股计算):申万小盘指数
2014-02-11,"21,962.98",524.62,"3,759.83","2,825.92",12.80,,"3,316.67",109.06,133.35,121.78,80.6346,9.34,43.60
2014-02-12,"22,285.79",524.88,"3,779.23","2,844.18",12.77,,"3,314.00",109.08,133.48,121.87,80.6973,9.35,44.36
2014-02-13,"22,165.53",524.94,"3,776.99","2,804.52",12.74,,"3,307.33",109.12,133.75,121.96,80.2928,9.33,43.57
2014-02-14,"22,298.41",527.06,"3,780.72","2,831.67",12.68,,"3,301.33",109.13,134.04,122.04,80.1517,9.37,44.38
2014-02-17,"22,535.94",,"3,810.56","2,842.40",12.62,,"3,290.00",109.00,134.18,122.09,80.1249,9.43,45.35
2014-02-18,"22,587.72",530.09,"3,782.96","2,827.60",12.51,,"3,290.00",108.90,134.28,122.05,80.0109,9.31,45.34
2014-02-19,"22,664.52",529.94,"3,785.94","2,862.19",12.45,,"3,280.00",108.83,134.38,122.06,80.1834,9.46,45.36
2014-02-20,"22,394.08",529.44,"3,767.29","2,825.56",12.44,,"3,277.33",108.89,134.51,122.04,80.2782,9.46,44.68
2014-02-21,"22,568.24",529.39,"3,772.51","2,798.27",12.41,,"3,267.33",108.95,134.66,122.18,80.2620,9.34,44.50
2014-02-24,"22,388.56",533.05,"3,728.78","2,650.38",12.28,,"3,266.67",109.13,134.94,122.28,80.2130,9.14,44.62
2014-02-25,"22,317.20",533.07,"3,697.72","2,607.57",12.24,,"3,262.67",109.68,135.23,122.60,80.1330,8.98,42.79
2014-02-26,"22,437.44",532.74,"3,709.97","2,631.76",12.21,,"3,250.67",109.58,135.66,122.52,80.4069,9.00,41.78
2014-02-27,"22,828.18",533.34,"3,674.58","2,599.34",12.18,,"3,242.67",110.01,135.96,122.90,80.2784,9.05,41.23
2014-02-28,"22,836.96",532.95,"3,679.80","2,640.55",12.13,,"3,240.67",109.80,136.09,122.74,79.7457,,
2014-03-03,"22,500.67",534.33,"3,640.97","2,659.62",11.98,,"3,241.33",109.64,136.19,122.65,80.0658,9.11,42.12
2014-03-04,"22,657.63",535.66,"3,658.15","2,705.06",11.98,,"3,235.33",109.32,136.00,122.54,80.1311,9.06,42.08
2014-03-05,"22,579.78",535.86,"3,687.27","2,671.90",11.90,,"3,219.33",109.22,135.68,122.43,80.0859,8.97,41.70
2014-03-06,"22,702.97",539.29,"3,669.35","2,762.54",11.86,,"3,210.00",109.21,135.53,122.42,79.6668,9.00,41.73
2014-03-07,"22,660.49",536.70,"3,652.92","2,722.98",11.87,,"3,199.33",109.22,135.40,122.42,79.7040,9.01,41.57
2014-03-10,"22,264.93",535.93,"3,484.91","2,637.68",11.77,,"3,180.00",109.38,135.47,122.67,79.7366,8.78,40.05
2014-03-11,"22,269.61",534.58,"3,453.55","2,692.78",11.73,,"3,169.33",109.35,135.44,122.71,79.8009,8.75,39.99
2014-03-12,"21,901.95",534.72,"3,330.34","2,733.64",11.65,,"3,157.33",109.46,135.42,122.78,79.6238,8.74,39.17
2014-03-13,"21,756.08",532.67,"3,322.13","2,748.00",11.61,,"3,150.00",109.53,135.38,122.92,79.5907,8.84,40.06
2014-03-14,"21,539.49",533.73,"3,313.76","2,727.96",11.57,,"3,149.33",109.60,135.43,122.98,79.4183,8.76,39.89
2014-03-17,"21,473.95",533.10,"3,307.93","2,783.42",11.52,,"3,156.00",109.65,135.56,123.03,79.3963,8.70,39.82
2014-03-18,"21,583.50",532.76,"3,361.33","2,766.59",11.49,,"3,154.67",109.51,135.50,122.93,79.3758,8.62,40.03
2014-03-19,"21,568.69",532.92,"3,350.10","2,765.71",11.33,,"3,153.33",109.44,135.32,122.77,80.0471,8.55,39.85
2014-03-20,"21,182.16",532.97,"3,383.80","2,751.00",11.20,,"3,152.00",109.38,135.21,122.66,80.1820,8.45,38.81
2014-03-21,"21,436.70",533.38,"3,382.30","2,872.93",11.15,,"3,150.67",109.45,135.28,122.75,80.1291,8.70,39.51
2014-03-24,"21,846.45",534.73,"3,401.02","2,957.34",11.06,,"3,149.33",109.42,135.34,122.77,79.9415,8.51,39.31
2014-03-25,"21,732.32",538.87,"3,436.21","2,950.21",10.96,,"3,144.00",109.43,135.31,122.80,79.9541,8.28,39.95
2014-03-26,"21,887.75",538.73,"3,454.93","2,928.17",10.83,,"3,141.33",109.46,135.31,122.82,80.0216,7.93,39.00
2014-03-27,"21,834.45",539.42,"3,424.23","2,942.68",10.83,,"3,146.00",109.44,135.28,122.84,80.1474,8.16,39.07
2014-03-28,"22,065.53",539.23,"3,478.15","2,932.79",10.81,,"3,136.00",109.40,135.27,122.76,80.1970,8.05,37.99
2014-03-31,"22,151.06",539.29,"3,503.60","2,913.79",10.79,,"3,134.67",109.46,135.34,122.78,80.0767,8.01,38.20
2014-04-01,"22,448.54",538.52,"3,499.86","2,943.50",10.79,,"3,143.33",109.45,135.39,122.78,80.0851,8.05,38.82
2014-04-02,"22,523.94",538.44,"3,503.60","3,041.46",10.77,,"3,148.00",109.43,135.38,122.78,80.2325,8.11,38.73
2014-04-03,"22,565.08",538.36,"3,482.64","2,985.22",10.74,,"3,152.00",109.36,135.36,122.72,80.4616,8.04,38.70
2014-04-04,"22,510.08",538.68,"3,508.42","3,000.33",10.72,,"3,160.00",109.34,135.39,122.73,80.4211,8.10,39.14
2014-04-07,"22,377.15",539.68,,,,,,,,,80.2192,,
2014-04-08,"22,596.97",,"3,510.97","3,018.44",10.71,,"3,174.67",109.39,135.54,122.74,79.7745,8.28,39.59
2014-04-09,"22,843.17",539.90,"3,485.90","3,019.50",10.71,,"3,191.33",109.25,135.48,122.67,79.5216,8.30,39.67
2014-04-10,"23,186.96",539.81,"3,472.83","2,996.36",10.69,,"3,208.67",109.29,135.51,122.56,79.4029,8.43,39.81
2014-04-11,"23,003.64",540.36,"3,513.43","2,978.78",10.72,,"3,221.33",109.36,135.56,122.72,79.4891,8.42,39.61
2014-04-14,"23,038.80",541.01,"3,516.43","3,002.08",10.68,,"3,232.00",109.50,135.77,122.80,79.7542,8.38,38.94
2014-04-15,"22,671.26",540.27,"3,499.90","2,959.81",10.67,,"3,237.33",109.59,135.92,122.83,79.7908,8.24,38.72
2014-04-16,"22,696.01",541.45,"3,471.33","2,981.94",10.64,,"3,244.67",109.72,136.18,122.83,79.8209,8.26,38.76
2014-04-17,"22,760.24",541.90,"3,498.39","2,955.37",10.64,,"3,237.33",110.22,136.51,123.21,79.8568,8.23,38.77
2014-04-18,,,"3,484.86","2,950.80",10.62,,"3,231.33",110.15,136.66,123.25,79.8838,8.21,38.89
2014-04-21,,542.30,"3,504.41","2,894.85",10.62,,"3,217.33",110.14,136.84,123.28,79.9525,8.07,37.98
2014-04-22,"22,730.68",543.38,"3,490.12","2,919.73",10.65,,"3,204.00",110.16,136.90,123.31,79.8916,8.10,37.89
2014-04-23,"22,509.64",543.47,"3,517.18","2,916.41",10.70,,"3,192.67",110.02,136.94,123.25,79.8616,8.09,38.23
2014-04-24,"22,562.80",544.63,"3,551.76","2,943.39",10.73,,"3,184.67",109.98,137.02,123.20,79.7620,8.07,37.82
2014-04-25,"22,223.53",543.82,"3,602.13","2,919.60",10.75,,"3,183.33",110.05,137.09,123.27,79.7748,8.01,37.06
2014-04-28,"22,132.53",543.81,"3,605.88","2,876.04",10.81,,"3,192.00",110.05,137.15,123.32,79.7082,7.95,37.01
2014-04-29,"22,453.89",544.78,"3,581.08","2,866.64",10.82,,"3,192.00",110.09,137.07,123.31,79.8080,8.00,37.46
2014-04-30,"22,133.97",543.45,"3,581.83","2,862.06",10.88,,"3,192.67",110.18,137.21,123.33,79.5250,8.01,37.80
2014-05-01,,543.31,,,,,,,,,79.5199,,
2014-05-02,"22,260.67",543.31,,,,,,,,,79.5072,,
2014-05-04,,,"3,581.83",,11.11,,,110.26,137.34,123.42,,,
2014-05-05,"21,976.33",543.07,"3,583.33","2,827.39",11.31,,"3,184.67",110.25,137.43,123.41,79.5020,7.99,38.18
2014-05-06,,543.25,"3,575.07","2,821.93",11.55,,"3,178.00",110.41,137.65,123.48,79.1420,7.99,38.44
2014-05-07,"21,746.26",542.98,"3,554.02","2,799.47",12.37,,"3,173.33",110.47,137.86,123.50,79.2314,7.94,37.79
2014-05-08,"21,837.12",542.04,"3,548.76","2,781.26",13.33,,"3,163.33",110.78,138.27,123.68,79.4482,7.95,37.81
2014-05-09,"21,862.99",541.35,"3,588.60","2,740.69",13.54,,"3,156.00",111.46,138.66,123.85,79.8898,7.95,37.38
2014-05-12,"22,261.61",541.91,"3,643.47","2,780.69",,,"3,150.67",111.42,138.87,123.86,79.8889,12.52,37.14
2014-05-13,"22,352.38",543.50,"3,659.26","2,812.66",13.84,,"3,138.67",111.33,139.01,123.83,80.1102,8.08,38.23
2014-05-14,"22,582.77",544.30,"3,683.31","2,833.36",13.87,,"3,137.33",111.21,138.94,123.82,80.0576,8.08,38.21
2014-05-15,"22,730.86",544.12,"3,697.59","2,777.95",13.95,,"3,128.00",111.13,138.90,123.84,80.0358,8.01,37.53
2014-05-16,"22,712.91",543.73,"3,668.35","2,797.57",13.93,,"3,120.67",111.10,138.92,123.80,80.0585,8.02,37.53
2014-05-19,"22,704.50",543.66,"3,715.22","2,776.19",14.00,,"3,114.67",111.20,138.97,123.89,80.0267,7.93,37.38
2014-05-20,"22,834.68",543.36,"3,703.43","2,782.35",14.01,,"3,091.33",111.18,138.92,123.86,80.0442,7.94,37.49
2014-05-21,"22,836.52",542.77,"3,642.82","2,806.29",13.98,,"3,084.00",111.18,138.88,123.87,80.0683,8.01,37.82
2014-05-22,"22,953.76",541.93,"3,661.03","2,815.49",13.97,,"3,079.33",111.21,138.87,123.93,80.2213,8.00,37.89
2014-05-23,"22,965.86",542.10,"3,694.41","2,878.93",14.00,,"3,081.33",111.47,138.81,123.95,80.3751,8.05,38.31
2014-05-26,"22,963.18",,"3,727.03","2,881.04",13.83,,"3,084.67",111.54,138.92,124.02,80.2942,8.06,38.80
2014-05-27,"22,944.30",541.78,"3,705.03","2,888.34",13.77,,"3,082.67",111.58,138.95,124.08,80.3613,8.05,38.66
2014-05-28,"23,080.03",541.71,"3,711.86","2,918.93",13.66,,"3,085.33",111.71,138.97,124.23,80.5621,8.11,39.13
2014-05-29,"23,010.14",542.00,"3,676.96","2,902.81",13.58,,"3,088.00",111.84,139.11,124.28,80.4914,8.08,38.71
2014-05-30,"23,081.65",541.09,"3,689.86","2,883.77",13.50,,"3,090.00",112.04,139.26,124.37,80.3837,8.08,38.76
2014-06-02,,541.96,,,,,,,,,80.6249,,
2014-06-03,"23,291.04",540.97,"3,693.65","2,864.61",13.28,,"3,090.67",112.39,139.69,124.76,80.5325,8.08,38.68
2014-06-04,"23,151.71",539.57,"3,650.41","2,820.58",13.28,,"3,088.67",112.50,139.87,124.86,80.6615,8.03,38.37
2014-06-05,"23,109.66",539.08,"3,665.58","2,861.74",13.30,,"3,086.67",112.40,139.98,124.89,80.3476,8.10,38.80
2014-06-06,"22,951.00",537.90,"3,661.03","2,849.01",13.32,,"3,095.33",112.26,139.94,124.83,80.4382,8.04,38.70
2014-06-09,"23,117.47",536.41,"3,593.51","2,863.48",13.38,,"3,096.00",112.21,139.99,124.88,80.6275,8.06,38.46
2014-06-10,"23,315.74",538.34,"3,601.86","2,883.24",13.37,,"3,088.00",112.31,140.10,125.02,80.8026,8.15,38.93
2014-06-11,"23,257.29",536.90,"3,630.68","2,885.99",13.34,,"3,084.00",112.33,140.15,125.07,80.7706,8.15,39.18
2014-06-12,"23,175.02",535.55,"3,600.34","2,861.23",13.27,,"3,081.33",112.32,140.25,125.10,80.5941,8.13,39.16
2014-06-13,"23,319.17",533.24,"3,620.82","2,875.95",13.26,,"3,076.67",112.18,140.24,125.04,80.6190,8.22,39.63
2014-06-16,"23,300.67",531.80,"3,643.58","2,875.14",13.14,,"3,065.33",112.31,140.36,125.17,80.4450,8.49,43.66
2014-06-17,"23,203.59",529.44,"3,655.72","2,859.49",13.09,,"3,071.33",112.32,140.29,125.14,80.6019,8.41,43.26
2014-06-18,"23,181.72",530.52,"3,651.17","2,849.64",13.08,,"3,067.33",112.31,140.26,125.11,80.3980,8.37,42.97
2014-06-19,"23,167.73",530.96,"3,645.86","2,783.74",13.07,,"3,064.00",112.34,140.20,125.17,80.3239,8.26,41.80
2014-06-20,"23,194.06",532.00,"3,698.96","2,808.16",13.00,,"3,062.67",112.36,140.30,125.20,80.3336,12.34,37.38
2014-06-23,"22,804.81",533.47,"3,758.89","2,811.58",12.96,,"3,062.00",112.34,140.36,125.20,80.2704,8.23,42.67
2014-06-24,"22,880.64",532.17,"3,747.51","2,816.91",12.94,,"3,060.00",112.38,140.40,125.22,80.3289,8.27,42.94
2014-06-25,"22,866.70",531.54,"3,750.54","2,808.50",12.92,,"3,058.00",112.35,140.41,125.27,80.2022,8.23,42.68
2014-06-26,"23,197.83",530.61,"3,780.13","2,842.47",12.93,,"3,058.00",112.37,140.48,125.27,80.2120,8.27,43.26
2014-06-27,"23,221.52",530.54,"3,781.65","2,861.83",12.94,,"3,056.00",112.35,140.56,125.28,80.0184,8.24,43.58
2014-06-30,"23,190.72",529.69,"3,794.70","2,866.15",12.93,,"3,057.33",112.25,140.63,125.21,79.7856,8.29,44.02
2014-07-01,,532.45,"3,856.04","2,865.43",12.92,,"3,056.00",112.12,140.47,125.16,79.8159,8.46,43.36
2014-07-02,"23,549.62",533.20,"3,849.95","2,868.85",12.94,,"3,063.33",111.81,140.47,124.97,79.9431,8.49,43.63
2014-07-03,"23,531.44",533.14,"3,909.37","2,894.61",12.94,,"3,062.00",111.62,140.47,124.83,80.2189,8.42,41.94
2014-07-04,"23,546.36",,"3,930.79","2,920.57",12.95,,"3,058.67",111.48,140.39,124.77,80.2591,8.42,41.82
2014-07-07,"23,540.92",532.17,"3,890.25","2,959.43",13.00,,"3,062.67",111.73,140.48,124.91,80.2310,8.42,41.83
2014-07-08,"23,541.38",532.16,"3,896.37","2,959.50",13.06,,"3,063.33",111.75,140.50,124.92,80.1777,12.74,36.48
2014-07-09,"23,176.07",532.15,"3,896.37","2,913.34",13.18,,"3,064.67",111.72,140.49,124.95,80.0316,8.18,40.30
2014-07-10,"23,238.99",532.08,"3,868.83","2,923.37",13.27,,"3,073.33",111.70,140.58,124.97,80.1192,8.13,40.33
2014-07-11,"23,233.45",530.82,"3,894.84","2,961.96",13.38,,"3,072.67",111.73,140.70,124.96,80.1870,8.15,40.63
2014-07-14,"23,346.67",531.39,"3,876.48","2,994.76",13.78,,"3,094.00",111.69,140.79,124.95,80.1671,8.21,41.16
2014-07-15,"23,459.96",532.09,"3,874.18","2,994.44",13.83,,"3,098.67",111.53,140.88,124.93,80.3904,8.23,41.06
2014-07-16,"23,523.28",531.38,"3,858.88","3,001.59",13.90,,"3,098.67",111.17,140.83,124.81,80.5377,12.70,36.30
2014-07-17,"23,520.87",531.52,"3,819.10","2,980.23",,,"3,096.00",110.85,140.67,124.64,80.5128,8.17,40.44
2014-07-18,"23,454.79",530.93,"3,805.33","3,039.95",,,"3,095.33",110.66,140.49,124.58,80.5404,8.19,40.53
2014-07-21,"23,387.14",531.10,"3,790.79","3,044.65",,,"3,095.33",110.72,140.54,124.77,80.5624,8.18,40.35
2014-07-22,"23,782.11",530.40,"3,816.80","3,081.47",,,"3,089.33",110.86,140.55,124.79,80.7821,8.26,40.96
2014-07-23,"23,971.87",532.09,"3,825.98","3,095.43",,,"3,086.00",110.83,140.63,124.88,80.8025,8.29,40.54
2014-07-24,"24,141.50",531.43,"3,874.95","3,178.36",,,"3,083.33",110.82,140.69,124.89,80.8683,8.43,40.31
2014-07-25,"24,216.01",531.09,"3,904.78","3,189.87",,,"3,078.00",110.93,140.71,124.94,81.0245,8.52,40.67
2014-07-28,"24,428.63",531.94,"3,873.42","3,225.38",,,"3,076.67",110.97,140.84,125.06,80.9986,8.76,41.39
2014-07-29,"24,640.53",533.11,"3,885.66","3,252.55",,,"3,074.00",110.90,140.90,124.98,81.2126,8.77,41.84
2014-07-30,"24,732.21",532.42,"3,847.40","3,199.06",,,"3,066.67",110.85,140.98,124.93,81.4080,8.75,42.08
2014-07-31,"24,756.85",531.50,"3,874.18","3,244.83",,,"3,067.33",110.96,141.07,125.00,81.4609,8.84,42.41
2014-08-01,"24,532.43",531.29,"3,880.30","3,198.85",,,"3,068.00",110.99,141.06,125.03,81.3081,8.78,41.90
2014-08-04,"24,600.08",531.75,"3,857.18","3,258.60",,,"3,067.33",111.06,141.11,125.09,81.3108,8.93,42.49
2014-08-05,"24,648.26",530.59,"3,879.87","3,243.42",,,"3,066.00",111.03,141.22,125.11,81.5313,8.90,42.82
2014-08-06,"24,584.13",530.69,"3,817.47","3,230.78",,,"3,064.00",111.04,141.28,125.13,81.4210,8.87,43.04
2014-08-07,"24,387.56",529.28,"3,820.23","3,207.66",,,"3,062.00",110.99,141.32,125.12,81.5247,8.74,42.69
2014-08-08,"24,331.41",528.85,"3,817.15","3,201.70",,,"3,054.67",110.95,141.39,125.19,81.3891,8.76,43.03
2014-08-11,"24,646.02",529.87,"3,830.98","3,253.23",,,"3,042.00",110.92,141.53,125.19,81.4498,8.87,43.67
2014-08-12,"24,689.41",528.21,"3,823.30","3,264.72",,,"3,040.00",110.89,141.53,125.17,81.5149,8.84,43.94
2014-08-13,"24,890.34",528.45,"3,785.67","3,273.17",,,"3,040.67",110.98,141.53,125.22,81.6059,8.84,43.96
2014-08-14,"24,801.36",527.42,"3,756.49","3,248.18",,,"3,038.67",111.21,141.74,125.38,81.5946,8.77,43.74
2014-08-15,"24,954.94",527.34,"3,755.72","3,275.84",,,"3,036.67",111.23,141.90,125.32,81.4305,8.84,44.25
2014-08-18,"24,955.46",526.71,"3,760.33","3,292.34",,,"3,033.33",111.17,141.95,125.37,81.5780,8.87,44.94
2014-08-19,"25,122.95",526.57,"3,792.58","3,299.40",,,"3,030.00",111.07,142.02,125.28,81.8912,8.88,45.15
2014-08-20,"25,159.76",529.50,"3,803.33","3,296.24",,,"3,023.33",111.01,142.03,125.24,82.2501,8.85,45.11
2014-08-21,"24,994.10",530.33,"3,857.08","3,296.27",,,"3,016.00",111.02,142.07,125.29,82.1488,8.80,45.19
