,0
2012-08-16,1.2194797406594122
2012-08-17,1.217228550951361
2012-08-20,1.217999158605329
2012-08-21,1.2184149314323927
2012-08-22,1.2097369961559856
2012-08-23,1.2060945564855001
2012-08-24,1.201861994422375
2012-08-27,1.2005794947843076
2012-08-28,1.2009616308615292
2012-08-29,1.2028446621802216
2012-08-30,1.196012463725542
2012-08-31,1.194483671005711
2012-09-03,1.2025751869371246
2012-09-04,1.2081751438104957
2012-09-05,1.2061884485770134
2012-09-06,1.2077709846463687
2012-09-07,1.223940287611497
2012-09-10,1.2285163684749012
2012-09-11,1.2356206563907997
2012-09-12,1.23776108231235
2012-09-13,1.2359626800809536
2012-09-14,1.2392452515402406
2012-09-17,1.2298574844167174
2012-09-18,1.223616001922274
2012-09-19,1.2314031515715258
2012-09-20,1.2147853013009253
2012-09-21,1.2133599844644916
2012-09-24,1.2180073644960618
2012-09-25,1.2207406555323324
2012-09-26,1.2228597848445801
2012-09-27,1.2269660845556982
2012-09-28,1.2366025604705937
2012-10-08,1.2219398004428912
2012-10-09,1.2250850790434737
2012-10-10,1.2287923713995617
2012-10-11,1.2208618855210305
2012-10-12,1.2184304765969507
2012-10-15,1.2186225494937102
2012-10-16,1.221436757018116
2012-10-17,1.2207639051170516
2012-10-18,1.2271850648063731
2012-10-19,1.2231578309555438
2012-10-22,1.2250452303992723
2012-10-23,1.2163402755654755
2012-10-24,1.222983404989666
2012-10-25,1.2246857692598843
2012-10-26,1.225447977663986
2012-10-29,1.2256598306067839
2012-10-30,1.228026096772693
2012-10-31,1.2300032292994538
2012-11-01,1.2416840990161229
2012-11-02,1.24307072591421
2012-11-05,1.2385680401121308
2012-11-06,1.2361271522184252
2012-11-07,1.2411882874463191
2012-11-08,1.2414463715473338
2012-11-09,1.243952194370222
2012-11-12,1.2441946118610039
2012-11-13,1.2429168318539001
2012-11-14,1.238964366505197
2012-11-15,1.2373017074135324
2012-11-16,1.2363868189354317
2012-11-19,1.234313218243165
2012-11-20,1.2386854519676325
2012-11-21,1.2398290151882805
2012-11-22,1.2467947879818146
2012-11-23,1.2499091107755556
2012-11-26,1.2479182022043485
2012-11-27,1.2451866954677349
2012-11-28,1.2390253289724564
2012-11-29,1.2381778515344108
2012-11-30,1.2429841306618095
2012-12-03,1.2473894484074874
2012-12-04,1.2499528784948046
2012-12-05,1.2583579684686448
2012-12-06,1.2681387719690307
2012-12-07,1.2719886819151667
2012-12-10,1.27488850799124
2012-12-11,1.2668674134827052
2012-12-12,1.2708695987257053
2012-12-13,1.265941254908426
2012-12-14,1.2800666966174432
2012-12-17,1.2833715459528032
2012-12-18,1.2851025864156258
2012-12-19,1.2895457032349487
2012-12-20,1.2830752222856723
2012-12-21,1.2796302680399771
2012-12-24,1.2783468126183637
2012-12-25,1.279272080009952
2012-12-26,1.2829415710126157
2012-12-27,1.2842275384493975
2012-12-28,1.2831219677553354
2012-12-31,1.2967689912526257
2013-01-04,1.3011859188280983
2013-01-07,1.296622892105419
2013-01-08,1.2938026794197153
2013-01-09,1.2936461382873214
2013-01-10,1.2924740528597891
2013-01-11,1.2844970139572467
2013-01-14,1.297507312341338
2013-01-15,1.2893735612300004
2013-01-16,1.2918546401599413
2013-01-17,1.293192279587044
2013-01-18,1.2987589629878875
2013-01-21,1.2968744614266996
2013-01-22,1.297476204411649
2013-01-23,1.2969809874832563
2013-01-24,1.2962003658494687
2013-01-25,1.304865771641563
2013-01-28,1.3121523594293305
2013-01-29,1.3079348774600292
2013-01-30,1.3124229865593986
2013-01-31,1.318094162213697
2013-02-01,1.3220022026680511
2013-02-04,1.3306748950737761
2013-02-05,1.326397127695379
2013-02-06,1.3247438722503297
2013-02-07,1.3216078366069615
2013-02-08,1.3187404847804516
2013-02-18,1.3121064923397763
2013-02-19,1.310379087134532
2013-02-20,1.313216384316517
2013-02-21,1.3135085212654338
2013-02-22,1.3138646982917679
2013-02-25,1.3110734640849167
2013-02-26,1.3044976083522726
2013-02-27,1.3127092684858237
2013-02-28,1.315695964318658
2013-03-01,1.3182254133809912
2013-03-04,1.3123526981623344
2013-03-05,1.3236740591783587
2013-03-06,1.325231050934704
2013-03-07,1.3280654529653861
2013-03-08,1.333003340985029
2013-03-11,1.3351557656809994
2013-03-12,1.329448546947709
2013-03-13,1.325213355008337
2013-03-14,1.3241854613416424
2013-03-15,1.3314075975797037
2013-03-18,1.3245849843710737
2013-03-19,1.333402106501245
2013-03-20,1.331905405722714
2013-03-21,1.3280017113075495
2013-03-22,1.327325568095779
2013-03-25,1.327550942411601
2013-03-26,1.324108608909382
2013-03-27,1.3204618422613252
2013-03-28,1.3114627580581462
2013-03-29,1.3090724156971862
2013-04-01,1.3063238061019553
2013-04-02,1.313301033260697
2013-04-03,1.3097571552754652
2013-04-08,1.3186360326780528
2013-04-09,1.3201606588872616
2013-04-10,1.3190116407120123
2013-04-11,1.31943202538884
2013-04-12,1.3158554673318128
2013-04-15,1.3031001044734565
